Наименование;Раздел;Таблица фигур;Вид затвора;Тип присоединения;Тип привода;Диаметр DN, мм;Давление PN, кгс/см²;Материал корпуса;Цена закупки;Срок изготовления;Артикул;Картинки;Материал уплотнения
Кран шаровой разборный проходной полнопроходной фланцевый ручной КШ-Р.П.ПП.Ф.Р. DN 100 PN 16,0 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.Ф.Р.;;Фланцевое;Ручной;100;160;Углеродистая сталь;0;Под заказ;7000884;0.png;
Кран шаровой разборный проходной полнопроходной фланцевый ручной КШ-Р.П.ПП.Ф.Р. DN 125 PN 16,0 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.Ф.Р.;;Фланцевое;Ручной;125;160;Углеродистая сталь;0;Под заказ;7000885;0.png;
Кран шаровой разборный проходной полнопроходной фланцевый с редуктором КШ-Р.П.ПП.Ф.РД. DN 150 PN 16,0 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.Ф.РД.;;Фланцевое;Редукторный;150;160;Углеродистая сталь;0;Под заказ;7000886;0.png;
Кран шаровой разборный проходной полнопроходной фланцевый с редуктором КШ-Р.П.ПП.Ф.РД. DN 200 PN 16,0 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.Ф.РД.;;Фланцевое;Редукторный;200;160;Углеродистая сталь;0;Под заказ;7000887;0.png;
Кран шаровой разборный проходной полнопроходной под приварку ручной КШ-Р.П.ПП.П.Р. DN 10 PN 16,0 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.П.Р.;;Под приварку;Ручной;10;160;Углеродистая сталь;0;Под заказ;7000888;0.png;
Кран шаровой разборный проходной полнопроходной под приварку ручной КШ-Р.П.ПП.П.Р. DN 15 PN 16,0 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.П.Р.;;Под приварку;Ручной;15;160;Углеродистая сталь;0;Под заказ;7000889;0.png;
Кран шаровой разборный проходной полнопроходной под приварку ручной КШ-Р.П.ПП.П.Р. DN 20 PN 16,0 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.П.Р.;;Под приварку;Ручной;20;160;Углеродистая сталь;0;Под заказ;7000890;0.png;
Кран шаровой разборный проходной полнопроходной под приварку ручной КШ-Р.П.ПП.П.Р. DN 25 PN 16,0 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.П.Р.;;Под приварку;Ручной;25;160;Углеродистая сталь;0;Под заказ;7000891;0.png;
Кран шаровой разборный проходной полнопроходной под приварку ручной КШ-Р.П.ПП.П.Р. DN 32 PN 16,0 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.П.Р.;;Под приварку;Ручной;32;160;Углеродистая сталь;0;Под заказ;7000892;0.png;
Кран шаровой разборный проходной полнопроходной под приварку ручной КШ-Р.П.ПП.П.Р. DN 40 PN 16,0 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.П.Р.;;Под приварку;Ручной;40;160;Углеродистая сталь;0;Под заказ;7000893;0.png;
Кран шаровой разборный проходной полнопроходной под приварку ручной КШ-Р.П.ПП.П.Р. DN 50 PN 16,0 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.П.Р.;;Под приварку;Ручной;50;160;Углеродистая сталь;0;Под заказ;7000894;0.png;
Кран шаровой разборный проходной полнопроходной под приварку ручной КШ-Р.П.ПП.П.Р. DN 65 PN 16,0 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.П.Р.;;Под приварку;Ручной;65;160;Углеродистая сталь;0;Под заказ;7000895;0.png;
Кран шаровой разборный проходной полнопроходной под приварку ручной КШ-Р.П.ПП.П.Р. DN 80 PN 16,0 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.П.Р.;;Под приварку;Ручной;80;160;Углеродистая сталь;0;Под заказ;7000896;0.png;
Кран шаровой разборный проходной полнопроходной под приварку ручной КШ-Р.П.ПП.П.Р. DN 100 PN 16,0 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.П.Р.;;Под приварку;Ручной;100;160;Углеродистая сталь;0;Под заказ;7000897;0.png;
Кран шаровой разборный проходной полнопроходной под приварку ручной КШ-Р.П.ПП.П.Р. DN 125 PN 16,0 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.П.Р.;;Под приварку;Ручной;125;160;Углеродистая сталь;0;Под заказ;7000898;0.png;
Кран шаровой разборный проходной полнопроходной под приварку с редуктором КШ-Р.П.ПП.П.РД. DN 150 PN 16,0 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.П.РД.;;Под приварку;Редукторный;150;160;Углеродистая сталь;0;Под заказ;7000899;0.png;
Кран шаровой разборный проходной полнопроходной под приварку с редуктором КШ-Р.П.ПП.П.РД. DN 200 PN 16,0 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.П.РД.;;Под приварку;Редукторный;200;160;Углеродистая сталь;0;Под заказ;7000900;0.png;
Кран шаровой разборный проходной полнопроходной муфтовый ручной КШ-Р.П.ПП.М.Р. DN 10 PN 16,0 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.М.Р.;;Муфтовое;Ручной;10;160;Углеродистая сталь;0;Под заказ;7000901;0.png;
Кран шаровой разборный проходной полнопроходной муфтовый ручной КШ-Р.П.ПП.М.Р. DN 15 PN 16,0 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.М.Р.;;Муфтовое;Ручной;15;160;Углеродистая сталь;0;Под заказ;7000902;0.png;
Кран шаровой разборный проходной полнопроходной муфтовый ручной КШ-Р.П.ПП.М.Р. DN 20 PN 16,0 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.М.Р.;;Муфтовое;Ручной;20;160;Углеродистая сталь;0;Под заказ;7000903;0.png;
Кран шаровой разборный проходной полнопроходной муфтовый ручной КШ-Р.П.ПП.М.Р. DN 25 PN 16,0 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.М.Р.;;Муфтовое;Ручной;25;160;Углеродистая сталь;0;Под заказ;7000904;0.png;
Кран шаровой разборный проходной полнопроходной муфтовый ручной КШ-Р.П.ПП.М.Р. DN 32 PN 16,0 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.М.Р.;;Муфтовое;Ручной;32;160;Углеродистая сталь;0;Под заказ;7000905;0.png;
Кран шаровой разборный проходной полнопроходной муфтовый ручной КШ-Р.П.ПП.М.Р. DN 40 PN 16,0 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.М.Р.;;Муфтовое;Ручной;40;160;Углеродистая сталь;0;Под заказ;7000906;0.png;
Кран шаровой разборный проходной полнопроходной муфтовый ручной КШ-Р.П.ПП.М.Р. DN 50 PN 16,0 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.М.Р.;;Муфтовое;Ручной;50;160;Углеродистая сталь;0;Под заказ;7000907;0.png;
