Наименование;Раздел;Таблица фигур;Вид затвора;Тип присоединения;Тип привода;Диаметр DN, мм;Давление PN, кгс/см²;Материал корпуса;Цена закупки;Срок изготовления;Артикул;Картинки;Материал уплотнения
Кран шаровой разборный проходной полнопроходной муфтовый ручной КШ-Р.П.ПП.М.Р. DN 32 PN 10,0 МПа, корпус ст. 09Г2С, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.М.Р.;;Муфтовое;Ручной;32;100;Хладостойкая сталь;0;Под заказ;7000806;0.png;
Кран шаровой разборный проходной полнопроходной муфтовый ручной КШ-Р.П.ПП.М.Р. DN 40 PN 10,0 МПа, корпус ст. 09Г2С, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.М.Р.;;Муфтовое;Ручной;40;100;Хладостойкая сталь;0;Под заказ;7000807;0.png;
Кран шаровой разборный проходной полнопроходной муфтовый ручной КШ-Р.П.ПП.М.Р. DN 50 PN 10,0 МПа, корпус ст. 09Г2С, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.М.Р.;;Муфтовое;Ручной;50;100;Хладостойкая сталь;0;Под заказ;7000808;0.png;
Кран шаровой разборный проходной полнопроходной муфтовый ручной КШ-Р.П.ПП.М.Р. DN 65 PN 10,0 МПа, корпус ст. 09Г2С, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.М.Р.;;Муфтовое;Ручной;65;100;Хладостойкая сталь;0;Под заказ;7000809;0.png;
Кран шаровой разборный проходной полнопроходной муфтовый ручной КШ-Р.П.ПП.М.Р. DN 80 PN 10,0 МПа, корпус ст. 09Г2С, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.М.Р.;;Муфтовое;Ручной;80;100;Хладостойкая сталь;0;Под заказ;7000810;0.png;
Кран шаровой разборный проходной полнопроходной штуцерно-ниппельный ручной КШ-Р.П.ПП.ШН.Р. DN 10 PN 10,0 МПа, корпус ст. 09Г2С, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.ШН.Р.;;Штуцерно-ниппельное;Ручной;10;100;Хладостойкая сталь;0;Под заказ;7000811;0.png;
Кран шаровой разборный проходной полнопроходной штуцерно-ниппельный ручной КШ-Р.П.ПП.ШН.Р. DN 15 PN 10,0 МПа, корпус ст. 09Г2С, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.ШН.Р.;;Штуцерно-ниппельное;Ручной;15;100;Хладостойкая сталь;0;Под заказ;7000812;0.png;
Кран шаровой разборный проходной полнопроходной штуцерно-ниппельный ручной КШ-Р.П.ПП.ШН.Р. DN 20 PN 10,0 МПа, корпус ст. 09Г2С, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.ШН.Р.;;Штуцерно-ниппельное;Ручной;20;100;Хладостойкая сталь;0;Под заказ;7000813;0.png;
Кран шаровой разборный проходной полнопроходной штуцерно-ниппельный ручной КШ-Р.П.ПП.ШН.Р. DN 25 PN 10,0 МПа, корпус ст. 09Г2С, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.ШН.Р.;;Штуцерно-ниппельное;Ручной;25;100;Хладостойкая сталь;0;Под заказ;7000814;0.png;
Кран шаровой разборный проходной полнопроходной штуцерно-ниппельный ручной КШ-Р.П.ПП.ШН.Р. DN 32 PN 10,0 МПа, корпус ст. 09Г2С, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.ШН.Р.;;Штуцерно-ниппельное;Ручной;32;100;Хладостойкая сталь;0;Под заказ;7000815;0.png;
Кран шаровой разборный проходной полнопроходной штуцерно-ниппельный ручной КШ-Р.П.ПП.ШН.Р. DN 40 PN 10,0 МПа, корпус ст. 09Г2С, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.ШН.Р.;;Штуцерно-ниппельное;Ручной;40;100;Хладостойкая сталь;0;Под заказ;7000816;0.png;
Кран шаровой разборный проходной полнопроходной штуцерно-ниппельный ручной КШ-Р.П.ПП.ШН.Р. DN 50 PN 10,0 МПа, корпус ст. 09Г2С, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.ШН.Р.;;Штуцерно-ниппельное;Ручной;50;100;Хладостойкая сталь;0;Под заказ;7000817;0.png;
Кран шаровой разборный проходной неполнопроходной фланцевый ручной КШ-Р.П.НП.Ф.Р. DN 65/50 PN 10,0 МПа, корпус ст. 09Г2С, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.НП.Ф.Р.;;Фланцевое;Ручной;65/50;100;Хладостойкая сталь;0;Под заказ;7000818;0.png;
Кран шаровой разборный проходной неполнопроходной фланцевый ручной КШ-Р.П.НП.Ф.Р. DN 100/80 PN 10,0 МПа, корпус ст. 09Г2С, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.НП.Ф.Р.;;Фланцевое;Ручной;100/80;100;Хладостойкая сталь;0;Под заказ;7000819;0.png;
Кран шаровой разборный проходной неполнопроходной фланцевый ручной КШ-Р.П.НП.Ф.Р. DN 125/100 PN 10,0 МПа, корпус ст. 09Г2С, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.НП.Ф.Р.;;Фланцевое;Ручной;125/100;100;Хладостойкая сталь;0;Под заказ;7000820;0.png;
Кран шаровой разборный проходной неполнопроходной под приварку ручной КШ-Р.П.НП.П.Р. DN 65/50 PN 10,0 МПа, корпус ст. 09Г2С, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.НП.П.Р.;;Под приварку;Ручной;65/50;100;Хладостойкая сталь;0;Под заказ;7000821;0.png;
Кран шаровой разборный проходной неполнопроходной под приварку ручной КШ-Р.П.НП.П.Р. DN 100/80 PN 10,0 МПа, корпус ст. 09Г2С, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.НП.П.Р.;;Под приварку;Ручной;100/80;100;Хладостойкая сталь;0;Под заказ;7000822;0.png;
Кран шаровой разборный проходной неполнопроходной под приварку ручной КШ-Р.П.НП.П.Р. DN 125/100 PN 10,0 МПа, корпус ст. 09Г2С, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.НП.П.Р.;;Под приварку;Ручной;125/100;100;Хладостойкая сталь;0;Под заказ;7000823;0.png;
Кран шаровой разборный проходной неполнопроходной муфтовый ручной КШ-Р.П.НП.М.Р. DN 65/50 PN 10,0 МПа, корпус ст. 09Г2С, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.НП.М.Р.;;Муфтовое;Ручной;65/50;100;Хладостойкая сталь;0;Под заказ;7000824;0.png;
Кран шаровой разборный проходной полнопроходной фланцевый ручной КШ-Р.П.ПП.Ф.Р. DN 10 PN 10,0 МПа, корпус ст. 12Х18Н10Т, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.Ф.Р.;;Фланцевое;Ручной;10;100;Коррозионностойкая сталь;0;Под заказ;7000825;0.png;
Кран шаровой разборный проходной полнопроходной фланцевый ручной КШ-Р.П.ПП.Ф.Р. DN 15 PN 10,0 МПа, корпус ст. 12Х18Н10Т, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.Ф.Р.;;Фланцевое;Ручной;15;100;Коррозионностойкая сталь;0;Под заказ;7000826;0.png;
Кран шаровой разборный проходной полнопроходной фланцевый ручной КШ-Р.П.ПП.Ф.Р. DN 20 PN 10,0 МПа, корпус ст. 12Х18Н10Т, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.Ф.Р.;;Фланцевое;Ручной;20;100;Коррозионностойкая сталь;0;Под заказ;7000827;0.png;
Кран шаровой разборный проходной полнопроходной фланцевый ручной КШ-Р.П.ПП.Ф.Р. DN 25 PN 10,0 МПа, корпус ст. 12Х18Н10Т, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.Ф.Р.;;Фланцевое;Ручной;25;100;Коррозионностойкая сталь;0;Под заказ;7000828;0.png;
Кран шаровой разборный проходной полнопроходной фланцевый ручной КШ-Р.П.ПП.Ф.Р. DN 32 PN 10,0 МПа, корпус ст. 12Х18Н10Т, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.Ф.Р.;;Фланцевое;Ручной;32;100;Коррозионностойкая сталь;0;Под заказ;7000829;0.png;
Кран шаровой разборный проходной полнопроходной фланцевый ручной КШ-Р.П.ПП.Ф.Р. DN 40 PN 10,0 МПа, корпус ст. 12Х18Н10Т, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.Ф.Р.;;Фланцевое;Ручной;40;100;Коррозионностойкая сталь;0;Под заказ;7000830;0.png;
Кран шаровой разборный проходной полнопроходной фланцевый ручной КШ-Р.П.ПП.Ф.Р. DN 50 PN 10,0 МПа, корпус ст. 12Х18Н10Т, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.Ф.Р.;;Фланцевое;Ручной;50;100;Коррозионностойкая сталь;0;Под заказ;7000831;0.png;
Кран шаровой разборный проходной полнопроходной фланцевый ручной КШ-Р.П.ПП.Ф.Р. DN 65 PN 10,0 МПа, корпус ст. 12Х18Н10Т, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.Ф.Р.;;Фланцевое;Ручной;65;100;Коррозионностойкая сталь;0;Под заказ;7000832;0.png;
Кран шаровой разборный проходной полнопроходной фланцевый ручной КШ-Р.П.ПП.Ф.Р. DN 80 PN 10,0 МПа, корпус ст. 12Х18Н10Т, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.Ф.Р.;;Фланцевое;Ручной;80;100;Коррозионностойкая сталь;0;Под заказ;7000833;0.png;
Кран шаровой разборный проходной полнопроходной фланцевый ручной КШ-Р.П.ПП.Ф.Р. DN 100 PN 10,0 МПа, корпус ст. 12Х18Н10Т, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.Ф.Р.;;Фланцевое;Ручной;100;100;Коррозионностойкая сталь;0;Под заказ;7000834;0.png;
Кран шаровой разборный проходной полнопроходной фланцевый ручной КШ-Р.П.ПП.Ф.Р. DN 125 PN 10,0 МПа, корпус ст. 12Х18Н10Т, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.Ф.Р.;;Фланцевое;Ручной;125;100;Коррозионностойкая сталь;0;Под заказ;7000835;0.png;
Кран шаровой разборный проходной полнопроходной фланцевый с редуктором КШ-Р.П.ПП.Ф.РД. DN 150 PN 10,0 МПа, корпус ст. 12Х18Н10Т, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.Ф.РД.;;Фланцевое;Редукторный;150;100;Коррозионностойкая сталь;0;Под заказ;7000836;0.png;
Кран шаровой разборный проходной полнопроходной фланцевый с редуктором КШ-Р.П.ПП.Ф.РД. DN 200 PN 10,0 МПа, корпус ст. 12Х18Н10Т, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.Ф.РД.;;Фланцевое;Редукторный;200;100;Коррозионностойкая сталь;0;Под заказ;7000837;0.png;
Кран шаровой разборный проходной полнопроходной под приварку ручной КШ-Р.П.ПП.П.Р. DN 10 PN 10,0 МПа, корпус ст. 12Х18Н10Т, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.П.Р.;;Под приварку;Ручной;10;100;Коррозионностойкая сталь;0;Под заказ;7000838;0.png;
Кран шаровой разборный проходной полнопроходной под приварку ручной КШ-Р.П.ПП.П.Р. DN 15 PN 10,0 МПа, корпус ст. 12Х18Н10Т, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.П.Р.;;Под приварку;Ручной;15;100;Коррозионностойкая сталь;0;Под заказ;7000839;0.png;
Кран шаровой разборный проходной полнопроходной под приварку ручной КШ-Р.П.ПП.П.Р. DN 20 PN 10,0 МПа, корпус ст. 12Х18Н10Т, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.П.Р.;;Под приварку;Ручной;20;100;Коррозионностойкая сталь;0;Под заказ;7000840;0.png;
Кран шаровой разборный проходной полнопроходной под приварку ручной КШ-Р.П.ПП.П.Р. DN 25 PN 10,0 МПа, корпус ст. 12Х18Н10Т, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.П.Р.;;Под приварку;Ручной;25;100;Коррозионностойкая сталь;0;Под заказ;7000841;0.png;
Кран шаровой разборный проходной полнопроходной под приварку ручной КШ-Р.П.ПП.П.Р. DN 32 PN 10,0 МПа, корпус ст. 12Х18Н10Т, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.П.Р.;;Под приварку;Ручной;32;100;Коррозионностойкая сталь;0;Под заказ;7000842;0.png;
Кран шаровой разборный проходной полнопроходной под приварку ручной КШ-Р.П.ПП.П.Р. DN 40 PN 10,0 МПа, корпус ст. 12Х18Н10Т, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.П.Р.;;Под приварку;Ручной;40;100;Коррозионностойкая сталь;0;Под заказ;7000843;0.png;
Кран шаровой разборный проходной полнопроходной под приварку ручной КШ-Р.П.ПП.П.Р. DN 50 PN 10,0 МПа, корпус ст. 12Х18Н10Т, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.П.Р.;;Под приварку;Ручной;50;100;Коррозионностойкая сталь;0;Под заказ;7000844;0.png;
Кран шаровой разборный проходной полнопроходной под приварку ручной КШ-Р.П.ПП.П.Р. DN 65 PN 10,0 МПа, корпус ст. 12Х18Н10Т, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.П.Р.;;Под приварку;Ручной;65;100;Коррозионностойкая сталь;0;Под заказ;7000845;0.png;
Кран шаровой разборный проходной полнопроходной под приварку ручной КШ-Р.П.ПП.П.Р. DN 80 PN 10,0 МПа, корпус ст. 12Х18Н10Т, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.П.Р.;;Под приварку;Ручной;80;100;Коррозионностойкая сталь;0;Под заказ;7000846;0.png;
Кран шаровой разборный проходной полнопроходной под приварку ручной КШ-Р.П.ПП.П.Р. DN 100 PN 10,0 МПа, корпус ст. 12Х18Н10Т, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.П.Р.;;Под приварку;Ручной;100;100;Коррозионностойкая сталь;0;Под заказ;7000847;0.png;
Кран шаровой разборный проходной полнопроходной под приварку ручной КШ-Р.П.ПП.П.Р. DN 125 PN 10,0 МПа, корпус ст. 12Х18Н10Т, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.П.Р.;;Под приварку;Ручной;125;100;Коррозионностойкая сталь;0;Под заказ;7000848;0.png;
Кран шаровой разборный проходной полнопроходной под приварку с редуктором КШ-Р.П.ПП.П.РД. DN 150 PN 10,0 МПа, корпус ст. 12Х18Н10Т, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.П.РД.;;Под приварку;Редукторный;150;100;Коррозионностойкая сталь;0;Под заказ;7000849;0.png;
Кран шаровой разборный проходной полнопроходной под приварку с редуктором КШ-Р.П.ПП.П.РД. DN 200 PN 10,0 МПа, корпус ст. 12Х18Н10Т, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.П.РД.;;Под приварку;Редукторный;200;100;Коррозионностойкая сталь;0;Под заказ;7000850;0.png;
Кран шаровой разборный проходной полнопроходной муфтовый ручной КШ-Р.П.ПП.М.Р. DN 10 PN 10,0 МПа, корпус ст. 12Х18Н10Т, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.М.Р.;;Муфтовое;Ручной;10;100;Коррозионностойкая сталь;0;Под заказ;7000851;0.png;
Кран шаровой разборный проходной полнопроходной муфтовый ручной КШ-Р.П.ПП.М.Р. DN 15 PN 10,0 МПа, корпус ст. 12Х18Н10Т, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.М.Р.;;Муфтовое;Ручной;15;100;Коррозионностойкая сталь;0;Под заказ;7000852;0.png;
Кран шаровой разборный проходной полнопроходной муфтовый ручной КШ-Р.П.ПП.М.Р. DN 20 PN 10,0 МПа, корпус ст. 12Х18Н10Т, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.М.Р.;;Муфтовое;Ручной;20;100;Коррозионностойкая сталь;0;Под заказ;7000853;0.png;
Кран шаровой разборный проходной полнопроходной муфтовый ручной КШ-Р.П.ПП.М.Р. DN 25 PN 10,0 МПа, корпус ст. 12Х18Н10Т, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.М.Р.;;Муфтовое;Ручной;25;100;Коррозионностойкая сталь;0;Под заказ;7000854;0.png;
Кран шаровой разборный проходной полнопроходной муфтовый ручной КШ-Р.П.ПП.М.Р. DN 32 PN 10,0 МПа, корпус ст. 12Х18Н10Т, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.М.Р.;;Муфтовое;Ручной;32;100;Коррозионностойкая сталь;0;Под заказ;7000855;0.png;
Кран шаровой разборный проходной полнопроходной муфтовый ручной КШ-Р.П.ПП.М.Р. DN 40 PN 10,0 МПа, корпус ст. 12Х18Н10Т, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.М.Р.;;Муфтовое;Ручной;40;100;Коррозионностойкая сталь;0;Под заказ;7000856;0.png;
Кран шаровой разборный проходной полнопроходной муфтовый ручной КШ-Р.П.ПП.М.Р. DN 50 PN 10,0 МПа, корпус ст. 12Х18Н10Т, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.М.Р.;;Муфтовое;Ручной;50;100;Коррозионностойкая сталь;0;Под заказ;7000857;0.png;
Кран шаровой разборный проходной полнопроходной муфтовый ручной КШ-Р.П.ПП.М.Р. DN 65 PN 10,0 МПа, корпус ст. 12Х18Н10Т, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.М.Р.;;Муфтовое;Ручной;65;100;Коррозионностойкая сталь;0;Под заказ;7000858;0.png;
Кран шаровой разборный проходной полнопроходной муфтовый ручной КШ-Р.П.ПП.М.Р. DN 80 PN 10,0 МПа, корпус ст. 12Х18Н10Т, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.М.Р.;;Муфтовое;Ручной;80;100;Коррозионностойкая сталь;0;Под заказ;7000859;0.png;
Кран шаровой разборный проходной полнопроходной штуцерно-ниппельный ручной КШ-Р.П.ПП.ШН.Р. DN 10 PN 10,0 МПа, корпус ст. 12Х18Н10Т, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.ШН.Р.;;Штуцерно-ниппельное;Ручной;10;100;Коррозионностойкая сталь;0;Под заказ;7000860;0.png;
Кран шаровой разборный проходной полнопроходной штуцерно-ниппельный ручной КШ-Р.П.ПП.ШН.Р. DN 15 PN 10,0 МПа, корпус ст. 12Х18Н10Т, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.ШН.Р.;;Штуцерно-ниппельное;Ручной;15;100;Коррозионностойкая сталь;0;Под заказ;7000861;0.png;
Кран шаровой разборный проходной полнопроходной штуцерно-ниппельный ручной КШ-Р.П.ПП.ШН.Р. DN 20 PN 10,0 МПа, корпус ст. 12Х18Н10Т, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.ШН.Р.;;Штуцерно-ниппельное;Ручной;20;100;Коррозионностойкая сталь;0;Под заказ;7000862;0.png;
Кран шаровой разборный проходной полнопроходной штуцерно-ниппельный ручной КШ-Р.П.ПП.ШН.Р. DN 25 PN 10,0 МПа, корпус ст. 12Х18Н10Т, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.ШН.Р.;;Штуцерно-ниппельное;Ручной;25;100;Коррозионностойкая сталь;0;Под заказ;7000863;0.png;
Кран шаровой разборный проходной полнопроходной штуцерно-ниппельный ручной КШ-Р.П.ПП.ШН.Р. DN 32 PN 10,0 МПа, корпус ст. 12Х18Н10Т, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.ШН.Р.;;Штуцерно-ниппельное;Ручной;32;100;Коррозионностойкая сталь;0;Под заказ;7000864;0.png;
Кран шаровой разборный проходной полнопроходной штуцерно-ниппельный ручной КШ-Р.П.ПП.ШН.Р. DN 40 PN 10,0 МПа, корпус ст. 12Х18Н10Т, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.ШН.Р.;;Штуцерно-ниппельное;Ручной;40;100;Коррозионностойкая сталь;0;Под заказ;7000865;0.png;
Кран шаровой разборный проходной полнопроходной штуцерно-ниппельный ручной КШ-Р.П.ПП.ШН.Р. DN 50 PN 10,0 МПа, корпус ст. 12Х18Н10Т, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.ШН.Р.;;Штуцерно-ниппельное;Ручной;50;100;Коррозионностойкая сталь;0;Под заказ;7000866;0.png;
Кран шаровой разборный проходной неполнопроходной фланцевый ручной КШ-Р.П.НП.Ф.Р. DN 65/50 PN 10,0 МПа, корпус ст. 12Х18Н10Т, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.НП.Ф.Р.;;Фланцевое;Ручной;65/50;100;Коррозионностойкая сталь;0;Под заказ;7000867;0.png;
Кран шаровой разборный проходной неполнопроходной фланцевый ручной КШ-Р.П.НП.Ф.Р. DN 100/80 PN 10,0 МПа, корпус ст. 12Х18Н10Т, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.НП.Ф.Р.;;Фланцевое;Ручной;100/80;100;Коррозионностойкая сталь;0;Под заказ;7000868;0.png;
Кран шаровой разборный проходной неполнопроходной фланцевый ручной КШ-Р.П.НП.Ф.Р. DN 125/100 PN 10,0 МПа, корпус ст. 12Х18Н10Т, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.НП.Ф.Р.;;Фланцевое;Ручной;125/100;100;Коррозионностойкая сталь;0;Под заказ;7000869;0.png;
Кран шаровой разборный проходной неполнопроходной под приварку ручной КШ-Р.П.НП.П.Р. DN 65/50 PN 10,0 МПа, корпус ст. 12Х18Н10Т, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.НП.П.Р.;;Под приварку;Ручной;65/50;100;Коррозионностойкая сталь;0;Под заказ;7000870;0.png;
Кран шаровой разборный проходной неполнопроходной под приварку ручной КШ-Р.П.НП.П.Р. DN 100/80 PN 10,0 МПа, корпус ст. 12Х18Н10Т, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.НП.П.Р.;;Под приварку;Ручной;100/80;100;Коррозионностойкая сталь;0;Под заказ;7000871;0.png;
Кран шаровой разборный проходной неполнопроходной под приварку ручной КШ-Р.П.НП.П.Р. DN 125/100 PN 10,0 МПа, корпус ст. 12Х18Н10Т, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.НП.П.Р.;;Под приварку;Ручной;125/100;100;Коррозионностойкая сталь;0;Под заказ;7000872;0.png;
Кран шаровой разборный проходной неполнопроходной муфтовый ручной КШ-Р.П.НП.М.Р. DN 65/50 PN 10,0 МПа, корпус ст. 12Х18Н10Т, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.НП.М.Р.;;Муфтовое;Ручной;65/50;100;Коррозионностойкая сталь;0;Под заказ;7000873;0.png;
Кран шаровой разборный проходной полнопроходной штуцерно-ниппельный ручной КШ-Р.П.ПП.ШН.Р. DN 50 PN 10,0 МПа, корпус ст. 10Х17Н13М2Т, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.ШН.Р.;;Штуцерно-ниппельное;Ручной;50;100;Коррозионностойкая сталь;0;Под заказ;7000874;0.png;
Кран шаровой разборный проходной полнопроходной фланцевый ручной КШ-Р.П.ПП.Ф.Р. DN 10 PN 16,0 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.Ф.Р.;;Фланцевое;Ручной;10;160;Углеродистая сталь;0;Под заказ;7000875;0.png;
Кран шаровой разборный проходной полнопроходной фланцевый ручной КШ-Р.П.ПП.Ф.Р. DN 15 PN 16,0 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.Ф.Р.;;Фланцевое;Ручной;15;160;Углеродистая сталь;0;Под заказ;7000876;0.png;
Кран шаровой разборный проходной полнопроходной фланцевый ручной КШ-Р.П.ПП.Ф.Р. DN 20 PN 16,0 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.Ф.Р.;;Фланцевое;Ручной;20;160;Углеродистая сталь;0;Под заказ;7000877;0.png;
Кран шаровой разборный проходной полнопроходной фланцевый ручной КШ-Р.П.ПП.Ф.Р. DN 25 PN 16,0 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.Ф.Р.;;Фланцевое;Ручной;25;160;Углеродистая сталь;0;Под заказ;7000878;0.png;
Кран шаровой разборный проходной полнопроходной фланцевый ручной КШ-Р.П.ПП.Ф.Р. DN 32 PN 16,0 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.Ф.Р.;;Фланцевое;Ручной;32;160;Углеродистая сталь;0;Под заказ;7000879;0.png;
Кран шаровой разборный проходной полнопроходной фланцевый ручной КШ-Р.П.ПП.Ф.Р. DN 40 PN 16,0 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.Ф.Р.;;Фланцевое;Ручной;40;160;Углеродистая сталь;0;Под заказ;7000880;0.png;
Кран шаровой разборный проходной полнопроходной фланцевый ручной КШ-Р.П.ПП.Ф.Р. DN 50 PN 16,0 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.Ф.Р.;;Фланцевое;Ручной;50;160;Углеродистая сталь;0;Под заказ;7000881;0.png;
Кран шаровой разборный проходной полнопроходной фланцевый ручной КШ-Р.П.ПП.Ф.Р. DN 65 PN 16,0 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.Ф.Р.;;Фланцевое;Ручной;65;160;Углеродистая сталь;0;Под заказ;7000882;0.png;
Кран шаровой разборный проходной полнопроходной фланцевый ручной КШ-Р.П.ПП.Ф.Р. DN 80 PN 16,0 МПа, корпус ст. 20, класс герметичности «А» по ГОСТ 9544-2015;Краны шаровые;КШ-Р.П.ПП.Ф.Р.;;Фланцевое;Ручной;80;160;Углеродистая сталь;0;Под заказ;7000883;0.png;
