Наименование;Раздел;Таблица фигур;Вид затвора;Тип присоединения;Тип привода;Диаметр DN, мм;Давление PN, кгс/см²;Материал корпуса;Цена закупки;Срок изготовления;Артикул;Картинки;Материал уплотнения
"Клапан отсечной фланцевый ""после себя"" нормально открытый 22нж15п DN 125 PN 1,6 МПа УХЛ1 с мембранным исполнительным механизмом, корпус ст. 12Х18Н9ТЛ";Клапаны отсечные;22нж15п;-;-;-;125;16;Коррозионностойкая сталь;0;Под заказ;4000042;0.png;-
"Клапан отсечной фланцевый ""после себя"" нормально открытый 22нж15п DN 150 PN 1,6 МПа УХЛ1 с мембранным исполнительным механизмом, корпус ст. 12Х18Н9ТЛ";Клапаны отсечные;22нж15п;-;-;-;150;16;Коррозионностойкая сталь;0;Под заказ;4000043;0.png;-
"Клапан отсечной фланцевый ""после себя"" нормально открытый 22нж15п DN 200 PN 1,6 МПа УХЛ1 с мембранным исполнительным механизмом, корпус ст. 12Х18Н9ТЛ";Клапаны отсечные;22нж15п;-;-;-;200;16;Коррозионностойкая сталь;0;Под заказ;4000044;0.png;-
"Клапан отсечной фланцевый ""после себя"" нормально открытый 22нж15п DN 250 PN 1,6 МПа УХЛ1 с мембранным исполнительным механизмом, корпус ст. 12Х18Н9ТЛ";Клапаны отсечные;22нж15п;-;-;-;250;16;Коррозионностойкая сталь;0;Под заказ;4000045;0.png;-
"Клапан отсечной фланцевый ""после себя"" нормально открытый 22нж15п DN 300 PN 1,6 МПа УХЛ1 с мембранным исполнительным механизмом, корпус ст. 12Х18Н9ТЛ";Клапаны отсечные;22нж15п;-;-;-;300;16;Коррозионностойкая сталь;0;Под заказ;4000046;0.png;-
"Клапан отсечной фланцевый ""после себя"" нормально открытый 22нж15п DN 15 PN 2,5 МПа УХЛ1 с мембранным исполнительным механизмом, корпус ст. 12Х18Н9ТЛ";Клапаны отсечные;22нж15п;-;-;-;15;25;Коррозионностойкая сталь;0;Под заказ;4000047;0.png;-
"Клапан отсечной фланцевый ""после себя"" нормально открытый 22нж15п DN 20 PN 2,5 МПа УХЛ1 с мембранным исполнительным механизмом, корпус ст. 12Х18Н9ТЛ";Клапаны отсечные;22нж15п;-;-;-;20;25;Коррозионностойкая сталь;0;Под заказ;4000048;0.png;-
"Клапан отсечной фланцевый ""после себя"" нормально открытый 22нж15п DN 25 PN 2,5 МПа УХЛ1 с мембранным исполнительным механизмом, корпус ст. 12Х18Н9ТЛ";Клапаны отсечные;22нж15п;-;-;-;25;25;Коррозионностойкая сталь;0;Под заказ;4000049;0.png;-
"Клапан отсечной фланцевый ""после себя"" нормально открытый 22нж15п DN 32 PN 2,5 МПа УХЛ1 с мембранным исполнительным механизмом, корпус ст. 12Х18Н9ТЛ";Клапаны отсечные;22нж15п;-;-;-;32;25;Коррозионностойкая сталь;0;Под заказ;4000050;0.png;-
"Клапан отсечной фланцевый ""после себя"" нормально открытый 22нж15п DN 40 PN 2,5 МПа УХЛ1 с мембранным исполнительным механизмом, корпус ст. 12Х18Н9ТЛ";Клапаны отсечные;22нж15п;-;-;-;40;25;Коррозионностойкая сталь;0;Под заказ;4000051;0.png;-
"Клапан отсечной фланцевый ""после себя"" нормально открытый 22нж15п DN 50 PN 2,5 МПа УХЛ1 с мембранным исполнительным механизмом, корпус ст. 12Х18Н9ТЛ";Клапаны отсечные;22нж15п;-;-;-;50;25;Коррозионностойкая сталь;0;Под заказ;4000052;0.png;-
"Клапан отсечной фланцевый ""после себя"" нормально открытый 22нж15п DN 65 PN 2,5 МПа УХЛ1 с мембранным исполнительным механизмом, корпус ст. 12Х18Н9ТЛ";Клапаны отсечные;22нж15п;-;-;-;65;25;Коррозионностойкая сталь;0;Под заказ;4000053;0.png;-
"Клапан отсечной фланцевый ""после себя"" нормально открытый 22нж15п DN 80 PN 2,5 МПа УХЛ1 с мембранным исполнительным механизмом, корпус ст. 12Х18Н9ТЛ";Клапаны отсечные;22нж15п;-;-;-;80;25;Коррозионностойкая сталь;0;Под заказ;4000054;0.png;-
"Клапан отсечной фланцевый ""после себя"" нормально открытый 22нж15п DN 100 PN 2,5 МПа УХЛ1 с мембранным исполнительным механизмом, корпус ст. 12Х18Н9ТЛ";Клапаны отсечные;22нж15п;-;-;-;100;25;Коррозионностойкая сталь;0;Под заказ;4000055;0.png;-
"Клапан отсечной фланцевый ""после себя"" нормально открытый 22нж15п DN 15 PN 4,0 МПа УХЛ1 с мембранным исполнительным механизмом, корпус ст. 12Х18Н9ТЛ";Клапаны отсечные;22нж15п;-;-;-;15;40;Коррозионностойкая сталь;0;Под заказ;4000056;0.png;-
"Клапан отсечной фланцевый ""после себя"" нормально открытый 22нж15п DN 20 PN 4,0 МПа УХЛ1 с мембранным исполнительным механизмом, корпус ст. 12Х18Н9ТЛ";Клапаны отсечные;22нж15п;-;-;-;20;40;Коррозионностойкая сталь;0;Под заказ;4000057;0.png;-
"Клапан отсечной фланцевый ""после себя"" нормально открытый 22нж15п DN 25 PN 4,0 МПа УХЛ1 с мембранным исполнительным механизмом, корпус ст. 12Х18Н9ТЛ";Клапаны отсечные;22нж15п;-;-;-;25;40;Коррозионностойкая сталь;0;Под заказ;4000058;0.png;-
"Клапан отсечной фланцевый ""после себя"" нормально открытый 22нж15п DN 32 PN 4,0 МПа УХЛ1 с мембранным исполнительным механизмом, корпус ст. 12Х18Н9ТЛ";Клапаны отсечные;22нж15п;-;-;-;32;40;Коррозионностойкая сталь;0;Под заказ;4000059;0.png;-
"Клапан отсечной фланцевый ""после себя"" нормально открытый 22нж15п DN 40 PN 4,0 МПа УХЛ1 с мембранным исполнительным механизмом, корпус ст. 12Х18Н9ТЛ";Клапаны отсечные;22нж15п;-;-;-;40;40;Коррозионностойкая сталь;0;Под заказ;4000060;0.png;-
"Клапан отсечной фланцевый ""после себя"" нормально открытый 22нж15п DN 50 PN 4,0 МПа УХЛ1 с мембранным исполнительным механизмом, корпус ст. 12Х18Н9ТЛ";Клапаны отсечные;22нж15п;-;-;-;50;40;Коррозионностойкая сталь;0;Под заказ;4000061;0.png;-
"Клапан отсечной фланцевый ""после себя"" нормально открытый 22нж15п DN 65 PN 4,0 МПа УХЛ1 с мембранным исполнительным механизмом, корпус ст. 12Х18Н9ТЛ";Клапаны отсечные;22нж15п;-;-;-;65;40;Коррозионностойкая сталь;0;Под заказ;4000062;0.png;-
"Клапан отсечной фланцевый ""после себя"" нормально открытый 22нж15п DN 80 PN 4,0 МПа УХЛ1 с мембранным исполнительным механизмом, корпус ст. 12Х18Н9ТЛ";Клапаны отсечные;22нж15п;-;-;-;80;40;Коррозионностойкая сталь;0;Под заказ;4000063;0.png;-
"Клапан отсечной фланцевый ""после себя"" нормально открытый 22нж15п DN 100 PN 4,0 МПа УХЛ1 с мембранным исполнительным механизмом, корпус ст. 12Х18Н9ТЛ";Клапаны отсечные;22нж15п;-;-;-;100;40;Коррозионностойкая сталь;0;Под заказ;4000064;0.png;-
"Клапан отсечной фланцевый ""до себя"" нормально закрытый 22с32п DN 15 PN 1,6 МПа У1 с мембранным исполнительным механизмом, корпус ст. 25Л";Клапаны отсечные;22с32п;-;-;-;15;16;Углеродистая сталь;0;Под заказ;4000065;0.png;-
"Клапан отсечной фланцевый ""до себя"" нормально закрытый 22с32п DN 20 PN 1,6 МПа У1 с мембранным исполнительным механизмом, корпус ст. 25Л";Клапаны отсечные;22с32п;-;-;-;20;16;Углеродистая сталь;0;Под заказ;4000066;0.png;-
"Клапан отсечной фланцевый ""до себя"" нормально закрытый 22с32п DN 25 PN 1,6 МПа У1 с мембранным исполнительным механизмом, корпус ст. 25Л";Клапаны отсечные;22с32п;-;-;-;25;16;Углеродистая сталь;0;Под заказ;4000067;0.png;-
"Клапан отсечной фланцевый ""до себя"" нормально закрытый 22с32п DN 32 PN 1,6 МПа У1 с мембранным исполнительным механизмом, корпус ст. 25Л";Клапаны отсечные;22с32п;-;-;-;32;16;Углеродистая сталь;0;Под заказ;4000068;0.png;-
"Клапан отсечной фланцевый ""до себя"" нормально закрытый 22с32п DN 40 PN 1,6 МПа У1 с мембранным исполнительным механизмом, корпус ст. 25Л";Клапаны отсечные;22с32п;-;-;-;40;16;Углеродистая сталь;0;Под заказ;4000069;0.png;-
"Клапан отсечной фланцевый ""до себя"" нормально закрытый 22с32п DN 50 PN 1,6 МПа У1 с мембранным исполнительным механизмом, корпус ст. 25Л";Клапаны отсечные;22с32п;-;-;-;50;16;Углеродистая сталь;0;Под заказ;4000070;0.png;-
"Клапан отсечной фланцевый ""до себя"" нормально закрытый 22с32п DN 65 PN 1,6 МПа У1 с мембранным исполнительным механизмом, корпус ст. 25Л";Клапаны отсечные;22с32п;-;-;-;65;16;Углеродистая сталь;0;Под заказ;4000071;0.png;-
"Клапан отсечной фланцевый ""до себя"" нормально закрытый 22с32п DN 80 PN 1,6 МПа У1 с мембранным исполнительным механизмом, корпус ст. 25Л";Клапаны отсечные;22с32п;-;-;-;80;16;Углеродистая сталь;0;Под заказ;4000072;0.png;-
"Клапан отсечной фланцевый ""до себя"" нормально закрытый 22с32п DN 100 PN 1,6 МПа У1 с мембранным исполнительным механизмом, корпус ст. 25Л";Клапаны отсечные;22с32п;-;-;-;100;16;Углеродистая сталь;0;Под заказ;4000073;0.png;-
"Клапан отсечной фланцевый ""до себя"" нормально закрытый 22с32п DN 125 PN 1,6 МПа У1 с мембранным исполнительным механизмом, корпус ст. 25Л";Клапаны отсечные;22с32п;-;-;-;125;16;Углеродистая сталь;0;Под заказ;4000074;0.png;-
"Клапан отсечной фланцевый ""до себя"" нормально закрытый 22с32п DN 150 PN 1,6 МПа У1 с мембранным исполнительным механизмом, корпус ст. 25Л";Клапаны отсечные;22с32п;-;-;-;150;16;Углеродистая сталь;0;Под заказ;4000075;0.png;-
"Клапан отсечной фланцевый ""до себя"" нормально закрытый 22с32п DN 200 PN 1,6 МПа У1 с мембранным исполнительным механизмом, корпус ст. 25Л";Клапаны отсечные;22с32п;-;-;-;200;16;Углеродистая сталь;0;Под заказ;4000076;0.png;-
"Клапан отсечной фланцевый ""до себя"" нормально закрытый 22с32п DN 250 PN 1,6 МПа У1 с мембранным исполнительным механизмом, корпус ст. 25Л";Клапаны отсечные;22с32п;-;-;-;250;16;Углеродистая сталь;0;Под заказ;4000077;0.png;-
"Клапан отсечной фланцевый ""до себя"" нормально закрытый 22с32п DN 300 PN 1,6 МПа У1 с мембранным исполнительным механизмом, корпус ст. 25Л";Клапаны отсечные;22с32п;-;-;-;300;16;Углеродистая сталь;0;Под заказ;4000078;0.png;-
"Клапан отсечной фланцевый ""до себя"" нормально закрытый 22с32п DN 15 PN 2,5 МПа У1 с мембранным исполнительным механизмом, корпус ст. 25Л";Клапаны отсечные;22с32п;-;-;-;15;25;Углеродистая сталь;0;Под заказ;4000079;0.png;-
"Клапан отсечной фланцевый ""до себя"" нормально закрытый 22с32п DN 20 PN 2,5 МПа У1 с мембранным исполнительным механизмом, корпус ст. 25Л";Клапаны отсечные;22с32п;-;-;-;20;25;Углеродистая сталь;0;Под заказ;4000080;0.png;-
"Клапан отсечной фланцевый ""до себя"" нормально закрытый 22с32п DN 25 PN 2,5 МПа У1 с мембранным исполнительным механизмом, корпус ст. 25Л";Клапаны отсечные;22с32п;-;-;-;25;25;Углеродистая сталь;0;Под заказ;4000081;0.png;-
"Клапан отсечной фланцевый ""до себя"" нормально закрытый 22с32п DN 32 PN 2,5 МПа У1 с мембранным исполнительным механизмом, корпус ст. 25Л";Клапаны отсечные;22с32п;-;-;-;32;25;Углеродистая сталь;0;Под заказ;4000082;0.png;-
"Клапан отсечной фланцевый ""до себя"" нормально закрытый 22с32п DN 40 PN 2,5 МПа У1 с мембранным исполнительным механизмом, корпус ст. 25Л";Клапаны отсечные;22с32п;-;-;-;40;25;Углеродистая сталь;0;Под заказ;4000083;0.png;-
"Клапан отсечной фланцевый ""до себя"" нормально закрытый 22с32п DN 50 PN 2,5 МПа У1 с мембранным исполнительным механизмом, корпус ст. 25Л";Клапаны отсечные;22с32п;-;-;-;50;25;Углеродистая сталь;0;Под заказ;4000084;0.png;-
"Клапан отсечной фланцевый ""до себя"" нормально закрытый 22с32п DN 65 PN 2,5 МПа У1 с мембранным исполнительным механизмом, корпус ст. 25Л";Клапаны отсечные;22с32п;-;-;-;65;25;Углеродистая сталь;0;Под заказ;4000085;0.png;-
"Клапан отсечной фланцевый ""до себя"" нормально закрытый 22с32п DN 80 PN 2,5 МПа У1 с мембранным исполнительным механизмом, корпус ст. 25Л";Клапаны отсечные;22с32п;-;-;-;80;25;Углеродистая сталь;0;Под заказ;4000086;0.png;-
"Клапан отсечной фланцевый ""до себя"" нормально закрытый 22с32п DN 100 PN 2,5 МПа У1 с мембранным исполнительным механизмом, корпус ст. 25Л";Клапаны отсечные;22с32п;-;-;-;100;25;Углеродистая сталь;0;Под заказ;4000087;0.png;-
"Клапан отсечной фланцевый ""до себя"" нормально закрытый 22с32п DN 15 PN 4,0 МПа У1 с мембранным исполнительным механизмом, корпус ст. 25Л";Клапаны отсечные;22с32п;-;-;-;15;40;Углеродистая сталь;0;Под заказ;4000088;0.png;-
"Клапан отсечной фланцевый ""до себя"" нормально закрытый 22с32п DN 20 PN 4,0 МПа У1 с мембранным исполнительным механизмом, корпус ст. 25Л";Клапаны отсечные;22с32п;-;-;-;20;40;Углеродистая сталь;0;Под заказ;4000089;0.png;-
"Клапан отсечной фланцевый ""до себя"" нормально закрытый 22с32п DN 25 PN 4,0 МПа У1 с мембранным исполнительным механизмом, корпус ст. 25Л";Клапаны отсечные;22с32п;-;-;-;25;40;Углеродистая сталь;0;Под заказ;4000090;0.png;-
"Клапан отсечной фланцевый ""до себя"" нормально закрытый 22с32п DN 32 PN 4,0 МПа У1 с мембранным исполнительным механизмом, корпус ст. 25Л";Клапаны отсечные;22с32п;-;-;-;32;40;Углеродистая сталь;0;Под заказ;4000091;0.png;-
"Клапан отсечной фланцевый ""до себя"" нормально закрытый 22с32п DN 40 PN 4,0 МПа У1 с мембранным исполнительным механизмом, корпус ст. 25Л";Клапаны отсечные;22с32п;-;-;-;40;40;Углеродистая сталь;0;Под заказ;4000092;0.png;-
"Клапан отсечной фланцевый ""до себя"" нормально закрытый 22с32п DN 50 PN 4,0 МПа У1 с мембранным исполнительным механизмом, корпус ст. 25Л";Клапаны отсечные;22с32п;-;-;-;50;40;Углеродистая сталь;0;Под заказ;4000093;0.png;-
"Клапан отсечной фланцевый ""до себя"" нормально закрытый 22с32п DN 65 PN 4,0 МПа У1 с мембранным исполнительным механизмом, корпус ст. 25Л";Клапаны отсечные;22с32п;-;-;-;65;40;Углеродистая сталь;0;Под заказ;4000094;0.png;-
"Клапан отсечной фланцевый ""до себя"" нормально закрытый 22с32п DN 80 PN 4,0 МПа У1 с мембранным исполнительным механизмом, корпус ст. 25Л";Клапаны отсечные;22с32п;-;-;-;80;40;Углеродистая сталь;0;Под заказ;4000095;0.png;-
"Клапан отсечной фланцевый ""до себя"" нормально закрытый 22с32п DN 100 PN 4,0 МПа У1 с мембранным исполнительным механизмом, корпус ст. 25Л";Клапаны отсечные;22с32п;-;-;-;100;40;Углеродистая сталь;0;Под заказ;4000096;0.png;-
"Клапан отсечной фланцевый ""до себя"" нормально закрытый 22нж32п DN 15 PN 1,6 МПа УХЛ1 с мембранным исполнительным механизмом, корпус ст. 12Х18Н9ТЛ";Клапаны отсечные;22нж32п;-;-;-;15;16;Коррозионностойкая сталь;0;Под заказ;4000097;0.png;-
"Клапан отсечной фланцевый ""до себя"" нормально закрытый 22нж32п DN 20 PN 1,6 МПа УХЛ1 с мембранным исполнительным механизмом, корпус ст. 12Х18Н9ТЛ";Клапаны отсечные;22нж32п;-;-;-;20;16;Коррозионностойкая сталь;0;Под заказ;4000098;0.png;-
"Клапан отсечной фланцевый ""до себя"" нормально закрытый 22нж32п DN 25 PN 1,6 МПа УХЛ1 с мембранным исполнительным механизмом, корпус ст. 12Х18Н9ТЛ";Клапаны отсечные;22нж32п;-;-;-;25;16;Коррозионностойкая сталь;0;Под заказ;4000099;0.png;-
"Клапан отсечной фланцевый ""до себя"" нормально закрытый 22нж32п DN 32 PN 1,6 МПа УХЛ1 с мембранным исполнительным механизмом, корпус ст. 12Х18Н9ТЛ";Клапаны отсечные;22нж32п;-;-;-;32;16;Коррозионностойкая сталь;0;Под заказ;4000100;0.png;-
"Клапан отсечной фланцевый ""до себя"" нормально закрытый 22нж32п DN 40 PN 1,6 МПа УХЛ1 с мембранным исполнительным механизмом, корпус ст. 12Х18Н9ТЛ";Клапаны отсечные;22нж32п;-;-;-;40;16;Коррозионностойкая сталь;0;Под заказ;4000101;0.png;-
"Клапан отсечной фланцевый ""до себя"" нормально закрытый 22нж32п DN 50 PN 1,6 МПа УХЛ1 с мембранным исполнительным механизмом, корпус ст. 12Х18Н9ТЛ";Клапаны отсечные;22нж32п;-;-;-;50;16;Коррозионностойкая сталь;0;Под заказ;4000102;0.png;-
"Клапан отсечной фланцевый ""до себя"" нормально закрытый 22нж32п DN 65 PN 1,6 МПа УХЛ1 с мембранным исполнительным механизмом, корпус ст. 12Х18Н9ТЛ";Клапаны отсечные;22нж32п;-;-;-;65;16;Коррозионностойкая сталь;0;Под заказ;4000103;0.png;-
"Клапан отсечной фланцевый ""до себя"" нормально закрытый 22нж32п DN 80 PN 1,6 МПа УХЛ1 с мембранным исполнительным механизмом, корпус ст. 12Х18Н9ТЛ";Клапаны отсечные;22нж32п;-;-;-;80;16;Коррозионностойкая сталь;0;Под заказ;4000104;0.png;-
"Клапан отсечной фланцевый ""до себя"" нормально закрытый 22нж32п DN 100 PN 1,6 МПа УХЛ1 с мембранным исполнительным механизмом, корпус ст. 12Х18Н9ТЛ";Клапаны отсечные;22нж32п;-;-;-;100;16;Коррозионностойкая сталь;0;Под заказ;4000105;0.png;-
"Клапан отсечной фланцевый ""до себя"" нормально закрытый 22нж32п DN 125 PN 1,6 МПа УХЛ1 с мембранным исполнительным механизмом, корпус ст. 12Х18Н9ТЛ";Клапаны отсечные;22нж32п;-;-;-;125;16;Коррозионностойкая сталь;0;Под заказ;4000106;0.png;-
"Клапан отсечной фланцевый ""до себя"" нормально закрытый 22нж32п DN 150 PN 1,6 МПа УХЛ1 с мембранным исполнительным механизмом, корпус ст. 12Х18Н9ТЛ";Клапаны отсечные;22нж32п;-;-;-;150;16;Коррозионностойкая сталь;0;Под заказ;4000107;0.png;-
"Клапан отсечной фланцевый ""до себя"" нормально закрытый 22нж32п DN 200 PN 1,6 МПа УХЛ1 с мембранным исполнительным механизмом, корпус ст. 12Х18Н9ТЛ";Клапаны отсечные;22нж32п;-;-;-;200;16;Коррозионностойкая сталь;0;Под заказ;4000108;0.png;-
"Клапан отсечной фланцевый ""до себя"" нормально закрытый 22нж32п DN 250 PN 1,6 МПа УХЛ1 с мембранным исполнительным механизмом, корпус ст. 12Х18Н9ТЛ";Клапаны отсечные;22нж32п;-;-;-;250;16;Коррозионностойкая сталь;0;Под заказ;4000109;0.png;-
"Клапан отсечной фланцевый ""до себя"" нормально закрытый 22нж32п DN 300 PN 1,6 МПа УХЛ1 с мембранным исполнительным механизмом, корпус ст. 12Х18Н9ТЛ";Клапаны отсечные;22нж32п;-;-;-;300;16;Коррозионностойкая сталь;0;Под заказ;4000110;0.png;-
"Клапан отсечной фланцевый ""до себя"" нормально закрытый 22нж32п DN 15 PN 2,5 МПа УХЛ1 с мембранным исполнительным механизмом, корпус ст. 12Х18Н9ТЛ";Клапаны отсечные;22нж32п;-;-;-;15;25;Коррозионностойкая сталь;0;Под заказ;4000111;0.png;-
"Клапан отсечной фланцевый ""до себя"" нормально закрытый 22нж32п DN 20 PN 2,5 МПа УХЛ1 с мембранным исполнительным механизмом, корпус ст. 12Х18Н9ТЛ";Клапаны отсечные;22нж32п;-;-;-;20;25;Коррозионностойкая сталь;0;Под заказ;4000112;0.png;-
"Клапан отсечной фланцевый ""до себя"" нормально закрытый 22нж32п DN 25 PN 2,5 МПа УХЛ1 с мембранным исполнительным механизмом, корпус ст. 12Х18Н9ТЛ";Клапаны отсечные;22нж32п;-;-;-;25;25;Коррозионностойкая сталь;0;Под заказ;4000113;0.png;-
"Клапан отсечной фланцевый ""до себя"" нормально закрытый 22нж32п DN 32 PN 2,5 МПа УХЛ1 с мембранным исполнительным механизмом, корпус ст. 12Х18Н9ТЛ";Клапаны отсечные;22нж32п;-;-;-;32;25;Коррозионностойкая сталь;0;Под заказ;4000114;0.png;-
"Клапан отсечной фланцевый ""до себя"" нормально закрытый 22нж32п DN 40 PN 2,5 МПа УХЛ1 с мембранным исполнительным механизмом, корпус ст. 12Х18Н9ТЛ";Клапаны отсечные;22нж32п;-;-;-;40;25;Коррозионностойкая сталь;0;Под заказ;4000115;0.png;-
"Клапан отсечной фланцевый ""до себя"" нормально закрытый 22нж32п DN 50 PN 2,5 МПа УХЛ1 с мембранным исполнительным механизмом, корпус ст. 12Х18Н9ТЛ";Клапаны отсечные;22нж32п;-;-;-;50;25;Коррозионностойкая сталь;0;Под заказ;4000116;0.png;-
"Клапан отсечной фланцевый ""до себя"" нормально закрытый 22нж32п DN 65 PN 2,5 МПа УХЛ1 с мембранным исполнительным механизмом, корпус ст. 12Х18Н9ТЛ";Клапаны отсечные;22нж32п;-;-;-;65;25;Коррозионностойкая сталь;0;Под заказ;4000117;0.png;-
"Клапан отсечной фланцевый ""до себя"" нормально закрытый 22нж32п DN 80 PN 2,5 МПа УХЛ1 с мембранным исполнительным механизмом, корпус ст. 12Х18Н9ТЛ";Клапаны отсечные;22нж32п;-;-;-;80;25;Коррозионностойкая сталь;0;Под заказ;4000118;0.png;-
"Клапан отсечной фланцевый ""до себя"" нормально закрытый 22нж32п DN 100 PN 2,5 МПа УХЛ1 с мембранным исполнительным механизмом, корпус ст. 12Х18Н9ТЛ";Клапаны отсечные;22нж32п;-;-;-;100;25;Коррозионностойкая сталь;0;Под заказ;4000119;0.png;-
"Клапан отсечной фланцевый ""до себя"" нормально закрытый 22нж32п DN 15 PN 4,0 МПа УХЛ1 с мембранным исполнительным механизмом, корпус ст. 12Х18Н9ТЛ";Клапаны отсечные;22нж32п;-;-;-;15;40;Коррозионностойкая сталь;0;Под заказ;4000120;0.png;-
"Клапан отсечной фланцевый ""до себя"" нормально закрытый 22нж32п DN 20 PN 4,0 МПа УХЛ1 с мембранным исполнительным механизмом, корпус ст. 12Х18Н9ТЛ";Клапаны отсечные;22нж32п;-;-;-;20;40;Коррозионностойкая сталь;0;Под заказ;4000121;0.png;-
"Клапан отсечной фланцевый ""до себя"" нормально закрытый 22нж32п DN 25 PN 4,0 МПа УХЛ1 с мембранным исполнительным механизмом, корпус ст. 12Х18Н9ТЛ";Клапаны отсечные;22нж32п;-;-;-;25;40;Коррозионностойкая сталь;0;Под заказ;4000122;0.png;-
"Клапан отсечной фланцевый ""до себя"" нормально закрытый 22нж32п DN 32 PN 4,0 МПа УХЛ1 с мембранным исполнительным механизмом, корпус ст. 12Х18Н9ТЛ";Клапаны отсечные;22нж32п;-;-;-;32;40;Коррозионностойкая сталь;0;Под заказ;4000123;0.png;-
"Клапан отсечной фланцевый ""до себя"" нормально закрытый 22нж32п DN 40 PN 4,0 МПа УХЛ1 с мембранным исполнительным механизмом, корпус ст. 12Х18Н9ТЛ";Клапаны отсечные;22нж32п;-;-;-;40;40;Коррозионностойкая сталь;0;Под заказ;4000124;0.png;-
"Клапан отсечной фланцевый ""до себя"" нормально закрытый 22нж32п DN 50 PN 4,0 МПа УХЛ1 с мембранным исполнительным механизмом, корпус ст. 12Х18Н9ТЛ";Клапаны отсечные;22нж32п;-;-;-;50;40;Коррозионностойкая сталь;0;Под заказ;4000125;0.png;-
"Клапан отсечной фланцевый ""до себя"" нормально закрытый 22нж32п DN 65 PN 4,0 МПа УХЛ1 с мембранным исполнительным механизмом, корпус ст. 12Х18Н9ТЛ";Клапаны отсечные;22нж32п;-;-;-;65;40;Коррозионностойкая сталь;0;Под заказ;4000126;0.png;-
"Клапан отсечной фланцевый ""до себя"" нормально закрытый 22нж32п DN 80 PN 4,0 МПа УХЛ1 с мембранным исполнительным механизмом, корпус ст. 12Х18Н9ТЛ";Клапаны отсечные;22нж32п;-;-;-;80;40;Коррозионностойкая сталь;0;Под заказ;4000127;0.png;-
"Клапан отсечной фланцевый ""до себя"" нормально закрытый 22нж32п DN 100 PN 4,0 МПа УХЛ1 с мембранным исполнительным механизмом, корпус ст. 12Х18Н9ТЛ";Клапаны отсечные;22нж32п;-;-;-;100;40;Коррозионностойкая сталь;0;Под заказ;4000128;0.png;-
Клапан предохранительный пружинный сальниковый фланцевый с приспособлением для принудительного открытия СППК4Р 25-16 17с6нж DN 25 (исп. F) / 40 (исп. В) PN 1,6 (вход) / 0,6 (выход) МПа У1, пружина № ?, Рн=? кгс/см², корпус ст. 20Л, класс герметичности «В» по ГОСТ 9544-2015;Клапаны предохранительные СППК;17с6нж;-;Фланцевое;-;25/40;16.июн;Углеродистая сталь;0;20 рабочих дней;5000001;0.png;-
Клапан предохранительный пружинный сальниковый фланцевый с приспособлением для принудительного открытия СППК4Р 50-16 17с6нж DN 50 (исп. В) / 80 (исп. В) PN 1,6 (вход) / 0,6 (выход) МПа У1, пружина № ?, Рн=? кгс/см², корпус ст. 20Л, класс герметичности «В» по ГОСТ 9544-2015;Клапаны предохранительные СППК;17с6нж;-;Фланцевое;-;50/80;16.июн;Углеродистая сталь;0;20 рабочих дней;5000002;0.png;-
Клапан предохранительный пружинный сальниковый фланцевый с приспособлением для принудительного открытия СППК4Р 80-16 17с6нж DN 80 (исп. В) / 100 (исп. В) PN 1,6 (вход) / 0,6 (выход) МПа У1, пружина № ?, Рн=? кгс/см², корпус ст. 20Л, класс герметичности «В» по ГОСТ 9544-2015;Клапаны предохранительные СППК;17с6нж;-;Фланцевое;-;80/100;16.июн;Углеродистая сталь;0;20 рабочих дней;5000003;0.png;-
Клапан предохранительный пружинный сальниковый фланцевый с приспособлением для принудительного открытия СППК5Р 100-16 17с6нж DN 100 (исп. В) / 150 (исп. В) PN 1,6 (вход) / 1,6 (выход) МПа У1, пружина № ?, Рн=? кгс/см², корпус ст. 20Л, класс герметичности «В» по ГОСТ 9544-2015;Клапаны предохранительные СППК;17с6нж;-;Фланцевое;-;100/150;16/16;Углеродистая сталь;0;20 рабочих дней;5000004;0.png;-
Клапан предохранительный пружинный сальниковый фланцевый с приспособлением для принудительного открытия СППК4Р 150-16 17с6нж DN 150 (исп. В) / 200 (исп. В) PN 1,6 (вход) / 0,6 (выход) МПа У1, пружина № ?, Рн=? кгс/см², корпус ст. 20Л, класс герметичности «В» по ГОСТ 9544-2015;Клапаны предохранительные СППК;17с6нж;-;Фланцевое;-;150/200;16.июн;Углеродистая сталь;0;25 рабочих дней;5000005;0.png;-
Клапан предохранительный пружинный сальниковый фланцевый с приспособлением для принудительного открытия СППК4Р 200-16 17с17нж DN 200 (исп. В) / 300 (исп. В) PN 1,6 (вход) / 0,6 (выход) МПа У1, пружина № ?, Рн=? кгс/см², корпус ст. 20Л, класс герметичности «В» по ГОСТ 9544-2015;Клапаны предохранительные СППК;17с17нж;-;Фланцевое;-;200/300;16.июн;Углеродистая сталь;0;25 рабочих дней;5000006;0.png;-
Клапан предохранительный пружинный сальниковый фланцевый с приспособлением для принудительного открытия СППК4Р 25-40 17с25нж DN 25 (исп. F) / 40 (исп. В) PN 4,0 (вход) / 1,6 (выход) МПа У1, пружина № ?, Рн=? кгс/см², корпус ст. 20Л, класс герметичности «В» по ГОСТ 9544-2015;Клапаны предохранительные СППК;17с25нж;-;Фланцевое;-;25/40;40/16;Углеродистая сталь;0;20 рабочих дней;5000007;0.png;-
