Наименование;Раздел;Таблица фигур;Вид затвора;Тип присоединения;Тип привода;Диаметр DN, мм;Давление PN, кгс/см²;Материал корпуса;Цена закупки;Срок изготовления;Артикул;Картинки;Материал уплотнения
"Регулятор давления фланцевый ""после себя"" нормально открытый 21с10нж DN 80 PN 1,6 МПа У1, корпус ст. 25Л";Регуляторы давления;21с10нж;-;-;Грузо-рычажный механизм с МИМ;80;16;Углеродистая сталь;0;Под заказ;9000017;0.png;-
"Регулятор давления фланцевый ""после себя"" нормально открытый 21с10нж DN 100 PN 1,6 МПа У1, корпус ст. 25Л";Регуляторы давления;21с10нж;-;-;Грузо-рычажный механизм с МИМ;100;16;Углеродистая сталь;0;Под заказ;9000018;0.png;-
"Регулятор давления фланцевый ""после себя"" нормально открытый 21с10нж DN 150 PN 1,6 МПа У1, корпус ст. 25Л";Регуляторы давления;21с10нж;-;-;Грузо-рычажный механизм с МИМ;150;16;Углеродистая сталь;0;Под заказ;9000019;0.png;-
"Регулятор давления фланцевый ""до себя"" нормально закрытый 21с12нж DN 50 PN 1,6 МПа У1, корпус ст. 25Л";Регуляторы давления;21с12нж;-;-;Грузо-рычажный механизм с МИМ;50;16;Углеродистая сталь;0;Под заказ;9000020;0.png;-
"Регулятор давления фланцевый ""до себя"" нормально закрытый 21с12нж DN 80 PN 1,6 МПа У1, корпус ст. 25Л";Регуляторы давления;21с12нж;-;-;Грузо-рычажный механизм с МИМ;80;16;Углеродистая сталь;0;Под заказ;9000021;0.png;-
"Регулятор давления фланцевый ""до себя"" нормально закрытый 21с12нж DN 100 PN 1,6 МПа У1, корпус ст. 25Л";Регуляторы давления;21с12нж;-;-;Грузо-рычажный механизм с МИМ;100;16;Углеродистая сталь;0;Под заказ;9000022;0.png;-
"Регулятор давления фланцевый ""до себя"" нормально закрытый 21с12нж DN 150 PN 1,6 МПа У1, корпус ст. 25Л";Регуляторы давления;21с12нж;-;-;Грузо-рычажный механизм с МИМ;150;16;Углеродистая сталь;0;Под заказ;9000023;0.png;-
Клапан (вентиль) дренажный под приварку ручной 1213-6-0 DN 6 PN 10,0 МПа Т450 °С, корпус ст. 30Х13;Энергетическая арматура;1213-6-0;-;Под приварку;Ручной;6;100;Жаропрочная высоколегированная сталь;0;Под заказ;10000001;0.png;-
Клапан (вентиль) дренажный под приварку ручной 805-6-0 DN 6 PN 10,0 МПа Т450 °С, корпус ст. 30Х13;Энергетическая арматура;1213-6-1;-;Под приварку;Ручной;6;100;Жаропрочная высоколегированная сталь;0;Под заказ;10000002;0.png;-
Клапан (вентиль) запорный под приварку ручной 1456-10-0 DN 10 PN 10,0 МПа Т250 °С, корпус ст. 20;Энергетическая арматура;1213-6-2;-;Под приварку;Ручной;10;100;Углеродистая сталь;0;Под заказ;10000003;0.png;-
Клапан (вентиль) трехходовой под приварку ручной 1093-10-0 DN 10 PN 13,7 МПа Т560 °С, корпус ст. 12Х1МФ;Энергетическая арматура;1213-6-3;-;Под приварку;Ручной;10;137;Жаропрочная низколегированная сталь;0;Под заказ;10000004;0.png;-
Клапан (вентиль) запорный под приварку ручной 1с-11-1М DN 10 PN 10,0 МПа Т450 °С, корпус ст. 20;Энергетическая арматура;1213-6-4;-;Под приварку;Ручной;10;100;Углеродистая сталь;0;Под заказ;10000005;0.png;-
Клапан (вентиль) запорный под приварку ручной 1с-12-1 DN 10 PN 25,0 МПа Т350 °С, корпус ст. 20;Энергетическая арматура;1213-6-5;-;Под приварку;Ручной;10;250;Углеродистая сталь;0;Под заказ;10000006;0.png;-
Клапан (вентиль) запорный под приварку с электроприводом (ПЭМ-А12М У2) 1с-12-1ЭЧ DN 10 PN 25,0 МПа Т350 °С, корпус ст. 20;Энергетическая арматура;1213-6-6;-;Под приварку;С электроприводом;10;250;Углеродистая сталь;0;Под заказ;10000007;0.png;-
Клапан (вентиль) запорный под приварку с электроприводом (ЭП-З-100-24-А2-05-В-У1) 1с-12-1ЭН DN 10 PN 25,0 МПа Т350 °С, корпус ст. 20;Энергетическая арматура;1213-6-7;-;Под приварку;С электроприводом;10;250;Углеродистая сталь;0;Под заказ;10000008;0.png;-
Клапан (вентиль) запорный под приварку ручной 1с-13-1 DN 10 PN 16,5 МПа Т560 °С, корпус ст. 12Х1МФ;Энергетическая арматура;1213-6-8;-;Под приварку;Ручной;10;165;Жаропрочная низколегированная сталь;0;Под заказ;10000009;0.png;-
Клапан (вентиль) запорный под приварку с электроприводом (ПЭМ-А12М У2) 1с-14-1ЭЧ DN 10 PN 37,3 МПа Т280 °С, корпус ст. 20;Энергетическая арматура;1213-6-9;-;Под приварку;С электроприводом;10;373;Углеродистая сталь;0;Под заказ;10000010;0.png;-
Клапан (вентиль) запорный под приварку с электроприводом (ЭП-З-100-24-А2-05-В-У1) 1с-14-1ЭН DN 10 PN 37,3 МПа Т280 °С, корпус ст. 20;Энергетическая арматура;1213-6-10;-;Под приварку;С электроприводом;10;373;Углеродистая сталь;0;Под заказ;10000011;0.png;-
Клапан (вентиль) запорный под приварку под электропривод 1с-14-1Э DN 10 PN 37,3 МПа Т280 °С, корпус ст. 20;Энергетическая арматура;1213-6-11;-;Под приварку;Под электропривод;10;373;Углеродистая сталь;0;Под заказ;10000012;0.png;-
Клапан (вентиль) запорный под приварку с электроприводом 1с-15-1Э DN 10 PN 25,0 МПа Т545 °С, корпус ст. 12Х1МФ;Энергетическая арматура;1213-6-12;-;Под приварку;С электроприводом;10;250;Углеродистая сталь;0;Под заказ;10000013;0.png;-
Клапан (вентиль) запорный под приварку с электроприводом (ПЭМ-А12М У2) 1с-15-1ЭЧ DN 10 PN 25,0 МПа Т545 °С, корпус ст. 12Х1МФ;Энергетическая арматура;1213-6-13;-;Под приварку;С электроприводом;10;250;Жаропрочная низколегированная сталь;0;Под заказ;10000014;0.png;-
Клапан (вентиль) запорный под приварку с электроприводом (ЭП-З-100-24-А2-05-В-У1) 1с-15-1ЭН DN 10 PN 25,0 МПа Т545 °С, корпус ст. 12Х1МФ;Энергетическая арматура;1213-6-14;-;Под приварку;С электроприводом;10;250;Жаропрочная низколегированная сталь;0;Под заказ;10000015;0.png;-
Клапан (вентиль) угловой под приварку ручной Т-202БМ DN 10 PN 13,7 МПа Т560 °С, корпус ст. 12Х1МФ;Энергетическая арматура;1213-6-15;-;Под приварку;Ручной;10;137;Жаропрочная низколегированная сталь;0;Под заказ;10000016;0.png;-
Клапан (вентиль) запорный под приварку ручной 588-10-0 DN 10 PN 37,3 МПа Т280 °С, корпус ст. 20;Энергетическая арматура;1213-6-16;-;Под приварку;Ручной;10;373;Углеродистая сталь;0;Под заказ;10000017;0.png;-
Клапан (вентиль) запорный под приварку ручной 589-10-0 DN 10 PN 25,0 МПа Т545 °С, корпус ст. 12Х1МФ;Энергетическая арматура;1213-6-17;-;Под приварку;Ручной;10;250;Жаропрочная низколегированная сталь;0;Под заказ;10000018;0.png;-
Клапан (вентиль) запорный под приварку ручной 1с-17-2 DN 10 PN 13,7 МПа Т560 °С, корпус ст. 12Х1МФ;Энергетическая арматура;1213-6-18;-;Под приварку;Ручной;10;137;Жаропрочная низколегированная сталь;0;Под заказ;10000019;0.png;-
Клапан (вентиль) запорный под приварку ручной 1с-11-2 DN 15 PN 10,0 МПа Т450 °С, корпус ст. 20;Энергетическая арматура;1213-6-19;-;Под приварку;Ручной;15;100;Углеродистая сталь;0;Под заказ;10000020;0.png;-
Клапан (вентиль) запорный под приварку ручной 1с-12-2 DN 15 PN 25,0 МПа Т350 °С, корпус ст. 20;Энергетическая арматура;1213-6-20;-;Под приварку;Ручной;15;250;Углеродистая сталь;0;Под заказ;10000021;0.png;-
Клапан (вентиль) запорный под приварку ручной 1с-15-2 DN 15 PN 25,0 МПа Т545 °С, корпус ст. 12Х1МФ;Энергетическая арматура;1213-6-21;-;Под приварку;Ручной;15;250;Жаропрочная низколегированная сталь;0;Под заказ;10000022;0.png;-
Клапан (вентиль) запорный под приварку ручной 1456-20-0 DN 20 PN 25,0 МПа  Т250 °С, корпус ст. 20;Энергетическая арматура;1213-6-22;-;Под приварку;Ручной;20;250;Углеродистая сталь;0;Под заказ;10000023;0.png;-
Клапан (вентиль) запорный под приварку ручной 1с-11-3 DN 20 PN 10,0 МПа Т425 °С, корпус ст. 20;Энергетическая арматура;1213-6-23;-;Под приварку;Ручной;20;100;Углеродистая сталь;0;Под заказ;10000024;0.png;-
Клапан (вентиль) запорный под приварку ручной 1с-11-4 DN 32 PN 10,0 МПа Т425 °С, корпус ст. 20;Энергетическая арматура;1213-6-24;-;Под приварку;Ручной;32;100;Углеродистая сталь;0;Под заказ;10000025;0.png;-
Клапан (вентиль) запорный под приварку ручной 1с-11-3М DN 20 PN 10,0 МПа Т425 °С, корпус ст. 20;Энергетическая арматура;1213-6-25;-;Под приварку;Ручной;20;100;Углеродистая сталь;0;Под заказ;10000026;0.png;-
Клапан (вентиль) запорный под приварку с электроприводом (ГЗ-А.100/24 У1) 1с-11-3ЭГ DN 20 PN 10,0 МПа Т425 °С, корпус ст. 20;Энергетическая арматура;1213-6-26;-;Под приварку;С электроприводом;20;100;Углеродистая сталь;0;Под заказ;10000027;0.png;-
Клапан (вентиль) запорный под приварку с электроприводом (Н-А2-08К У2) 1с-11-3ЭМ DN 20 PN 10,0 МПа Т425 °С, корпус ст. 20;Энергетическая арматура;1213-6-27;-;Под приварку;С электроприводом;20;100;Углеродистая сталь;0;Под заказ;10000028;0.png;-
Клапан (вентиль) запорный под приварку с электроприводом (ПЭМ-А9М) 1с-11-3ЭЧ DN 20 PN 10,0 МПа Т450 °С, корпус ст. 20;Энергетическая арматура;1213-6-28;-;Под приварку;С электроприводом;20;100;Углеродистая сталь;0;Под заказ;10000029;0.png;-
Клапан (вентиль) запорный под приварку с электроприводом (ЭП-З-100-24-А2-05-В) 1с-11-3ЭН DN 20 PN 10,0 МПа Т450 °С, корпус ст. 20;Энергетическая арматура;1213-6-29;-;Под приварку;С электроприводом;20;100;Углеродистая сталь;0;Под заказ;10000030;0.png;-
Клапан (вентиль) запорный под приварку с электроприводом (AUMA SA10.2-F10-380/50/3-22) 1с-11-3ЭД DN 20 PN 10,0 МПа Т450 °С, корпус ст. 20;Энергетическая арматура;1213-6-30;-;Под приварку;С электроприводом;20;100;Углеродистая сталь;0;Под заказ;10000031;0.png;-
Клапан (вентиль) запорный под приварку с электроприводом (MODACT MON 52030.22E2N) 1с-11-3ЭК DN 20 PN 10,0 МПа Т450 °С, корпус ст. 20;Энергетическая арматура;1213-6-31;-;Под приварку;С электроприводом;20;100;Углеродистая сталь;0;Под заказ;10000032;0.png;-
Клапан запорный под приварку ручной 1с-12-3 DN 20 PN 25,0 МПа Т350 °С, корпус ст. 20;Энергетическая арматура;1213-6-32;-;Под приварку;Ручной;20;250;Углеродистая сталь;0;Под заказ;10000033;0.png;-
Клапан (вентиль) запорный под приварку с электроприводом (ГЗ-А.100/24 У1) 1с-12-3ЭГ DN 20 PN 25,0 МПа Т350 °С, корпус ст. 20;Энергетическая арматура;1213-6-33;-;Под приварку;С электроприводом;20;250;Углеродистая сталь;0;Под заказ;10000034;0.png;-
Клапан (вентиль) запорный под приварку с электроприводом (Н-А2-08К У2) 1с-12-3ЭМ DN 20 PN 25,0 МПа Т350 °С, корпус ст. 20;Энергетическая арматура;1213-6-34;-;Под приварку;С электроприводом;20;250;Углеродистая сталь;0;Под заказ;10000035;0.png;-
Клапан (вентиль) запорный под приварку с электроприводом (ПЭМ-А9М У2) 1с-12-3ЭЧ DN 20 PN 25,0 МПа Т350 °С, корпус ст. 20;Энергетическая арматура;1213-6-35;-;Под приварку;С электроприводом;20;250;Углеродистая сталь;0;Под заказ;10000036;0.png;-
Клапан (вентиль) запорный под приварку с электроприводом (ЭП-З-100-24-А2-05-В-У1) 1с-12-3ЭН DN 20 PN 25,0 МПа Т350 °С, корпус ст. 20;Энергетическая арматура;1213-6-36;-;Под приварку;С электроприводом;20;250;Углеродистая сталь;0;Под заказ;10000037;0.png;-
Клапан (вентиль) запорный под приварку с электроприводом (AUMA SA10.2-F10-380/50/3-22) 1с-12-3ЭД DN 20 PN 25,0 МПа Т350 °С, корпус ст. 20;Энергетическая арматура;1213-6-37;-;Под приварку;С электроприводом;20;250;Углеродистая сталь;0;Под заказ;10000038;0.png;-
Клапан (вентиль) запорный под приварку с электроприводом (MODACT MON 52030.22E2N) 1с-12-3ЭК DN 20 PN 25,0 МПа Т350 °С, корпус ст. 20;Энергетическая арматура;1213-6-38;-;Под приварку;С электроприводом;20;250;Углеродистая сталь;0;Под заказ;10000039;0.png;-
Клапан (вентиль) запорный под приварку ручной 1с-13-3 DN 20 PN 16,5 МПа Т560 °С, корпус ст. 12Х1МФ;Энергетическая арматура;1213-6-39;-;Под приварку;Ручной;20;165;Жаропрочная низколегированная сталь;0;Под заказ;10000040;0.png;-
Клапан (вентиль) запорный под приварку с электроприводом (ГЗ-А.100/24 У1) 1с-13-3ЭГ DN 20 PN 16,5 МПа Т560 °С, корпус ст. 12Х1МФ;Энергетическая арматура;1213-6-40;-;Под приварку;С электроприводом;20;165;Жаропрочная низколегированная сталь;0;Под заказ;10000041;0.png;-
Клапан (вентиль) запорный под приварку с электроприводом (Н-А2-08К У2) 1с-13-3ЭМ DN 20 PN 16,5 МПа Т560 °С, корпус ст. 12Х1МФ;Энергетическая арматура;1213-6-41;-;Под приварку;С электроприводом;20;165;Жаропрочная низколегированная сталь;0;Под заказ;10000042;0.png;-
Клапан (вентиль) запорный под приварку с электроприводом (ПЭМ-А9М У2) 1с-13-3ЭЧ DN 20 PN 16,5 МПа Т560 °С, корпус ст. 12Х1МФ;Энергетическая арматура;1213-6-42;-;Под приварку;С электроприводом;20;165;Жаропрочная низколегированная сталь;0;Под заказ;10000043;0.png;-
Клапан (вентиль) запорный под приварку с электроприводом (ЭП-З-100-24-А2-05-В-У1) 1с-13-3ЭН DN 20 PN 16,5 МПа Т560 °С, корпус ст. 12Х1МФ;Энергетическая арматура;1213-6-43;-;Под приварку;С электроприводом;20;165;Жаропрочная низколегированная сталь;0;Под заказ;10000044;0.png;-
Клапан (вентиль) запорный под приварку ручной 998-20-0 DN 20 PN 37,3 МПа Т280 °С, корпус ст. 20;Энергетическая арматура;1213-6-44;-;Под приварку;Ручной;20;373;Углеродистая сталь;0;Под заказ;10000045;0.png;-
Клапан (вентиль) запорный под приварку с маховиком и шарнирной муфтой 998-20-Г DN 20 PN 37,3 МПа Т280 °С, корпус ст. 20;Энергетическая арматура;1213-6-45;-;Под приварку;Ручной;20;373;Углеродистая сталь;0;Под заказ;10000046;0.png;-
Клапан (вентиль) запорный под приварку  с электроприводом (821-Э-0а) 998-20-Э DN 20 PN 37,3 МПа Т280 °С, корпус ст. 20;Энергетическая арматура;1213-6-46;-;Под приварку;С электроприводом;20;373;Углеродистая сталь;0;Под заказ;10000047;0.png;-
Клапан (вентиль) запорный под приварку  с электроприводом (ГЗ-А.100/24 У1) 998-20-ЭГ DN 20 PN 37,3 МПа Т280 °С, корпус ст. 20;Энергетическая арматура;1213-6-47;-;Под приварку;С электроприводом;20;373;Углеродистая сталь;0;Под заказ;10000048;0.png;-
Клапан (вентиль) запорный под приварку  с электроприводом (Н-А2-08К У2) 998-20-ЭМ DN 20 PN 37,3 МПа Т280 °С, корпус ст. 20;Энергетическая арматура;1213-6-48;-;Под приварку;С электроприводом;20;373;Углеродистая сталь;0;Под заказ;10000049;0.png;-
Клапан (вентиль) запорный под приварку  с электроприводом (ЭП-З-100-24-А2-05-В-У1) 998-20-ЭН DN 20 PN 37,3 МПа Т280 °С, корпус ст. 20;Энергетическая арматура;1213-6-49;-;Под приварку;С электроприводом;20;373;Углеродистая сталь;0;Под заказ;10000050;0.png;-
Клапан (вентиль) запорный под приварку с электроприводом (ПЭМ-А9М) 998-20-ЭЧ DN 20 PN 37,3 МПа Т280 °С, корпус ст. 20;Энергетическая арматура;1213-6-50;-;Под приварку;С электроприводом;20;373;Углеродистая сталь;0;Под заказ;10000051;0.png;-
Клапан (вентиль) запорный под приварку с электроприводом (AUMA SA10.2-F10-380/50/3-22) 998-20-ЭД DN 20 PN 37,3 МПа Т280 °С, корпус ст. 20;Энергетическая арматура;1213-6-51;-;Под приварку;С электроприводом;20;373;Углеродистая сталь;0;Под заказ;10000052;0.png;-
Клапан (вентиль) запорный под приварку с электроприводом (MODACT MON 52030.22E2N) 998-20-ЭК DN 20 PN 37,3 МПа Т280 °С, корпус ст. 20;Энергетическая арматура;1213-6-52;-;Под приварку;С электроприводом;20;373;Углеродистая сталь;0;Под заказ;10000053;0.png;-
Клапан (вентиль) запорный под приварку ручной 999-20-0 DN 20 PN 25,0 МПа Т545 °С, корпус ст. 12Х1МФ;Энергетическая арматура;1213-6-53;-;Под приварку;Ручной;20;250;Жаропрочная низколегированная сталь;0;Под заказ;10000054;0.png;-
Клапан (вентиль) запорный под приварку с маховиком и шарнирной муфтой 999-20-Г DN 20 PN 25,0 МПа Т545 °С, корпус ст. 12Х1МФ;Энергетическая арматура;1213-6-54;-;Под приварку;Ручной;20;250;Жаропрочная низколегированная сталь;0;Под заказ;10000055;0.png;-
Клапан (вентиль) запорный под приварку с электроприводом (821-Э-0а) 999-20-Э DN 20 PN 25,0 МПа Т545 °С , корпус ст. 12Х1МФ;Энергетическая арматура;1213-6-55;-;Под приварку;С электроприводом;20;250;Жаропрочная низколегированная сталь;0;Под заказ;10000056;0.png;-
Клапан (вентиль) запорный под приварку с электроприводом (ГЗ-А.100/24 У1) 999-20-ЭГ DN 20 PN 25,0 МПа Т545 °С , корпус ст. 12Х1МФ;Энергетическая арматура;1213-6-56;-;Под приварку;С электроприводом;20;250;Жаропрочная низколегированная сталь;0;Под заказ;10000057;0.png;-
Клапан (вентиль) запорный под приварку с электроприводом (Н-А2-08К У2) 999-20-ЭМ DN 20 PN 25,0 МПа Т545 °С , корпус ст. 12Х1МФ;Энергетическая арматура;1213-6-57;-;Под приварку;С электроприводом;20;250;Жаропрочная низколегированная сталь;0;Под заказ;10000058;0.png;-
Клапан (вентиль) запорный под приварку с электроприводом (ПЭМ-А9М У2) 999-20-ЭЧ DN 20 PN 25,0 МПа Т545 °С , корпус ст. 12Х1МФ;Энергетическая арматура;1213-6-58;-;Под приварку;С электроприводом;20;250;Жаропрочная низколегированная сталь;0;Под заказ;10000059;0.png;-
Клапан (вентиль) запорный под приварку с электроприводом (ЭП-З-100-24-А2-05-В-У1) 999-20-ЭН DN 20 PN 25,0 МПа Т545 °С , корпус ст. 12Х1МФ;Энергетическая арматура;1213-6-59;-;Под приварку;С электроприводом;20;250;Жаропрочная низколегированная сталь;0;Под заказ;10000060;0.png;-
Клапан (вентиль) запорный под приварку с электроприводом (AUMA SA10.2-F10-380/50/3-22) 999-20-ЭД DN 20 PN 25,0 МПа Т545 °С, корпус ст. 12Х1МФ ;Энергетическая арматура;1213-6-60;-;Под приварку;С электроприводом;20;250;Жаропрочная низколегированная сталь;0;Под заказ;10000061;0.png;-
Клапан (вентиль) запорный под приварку с электроприводом (MODACT MON 52030.22E2N) 999-20-ЭК DN 20 PN 25,0 МПа Т545 °С, корпус ст. 12Х1МФ ;Энергетическая арматура;1213-6-61;-;Под приварку;С электроприводом;20;250;Жаропрочная низколегированная сталь;0;Под заказ;10000062;0.png;-
Клапан (вентиль) запорный под приварку ручной 1с-13-31 DN 25 PN 25,0 МПа Т545 °С, корпус ст. 12Х1МФ;Энергетическая арматура;1213-6-62;-;Под приварку;Ручной;25;250;Жаропрочная низколегированная сталь;0;Под заказ;10000063;0.png;-
Клапан (вентиль) запорный под приварку ручной 1456-25-М DN 25 PN 10,0 МПа  Т250 °С, корпус ст. 20;Энергетическая арматура;1213-6-63;-;Под приварку;Ручной;25;100;Углеродистая сталь;0;Под заказ;10000064;0.png;-
Клапан (вентиль) запорный под приварку ручной 1с-11-31 DN 25 PN 10,0 МПа Т450 °С, корпус ст. 20;Энергетическая арматура;1213-6-64;-;Под приварку;Ручной;25;100;Углеродистая сталь;0;Под заказ;10000065;0.png;-
Клапан (вентиль) запорный под приварку  с электроприводом (ГЗ-А.100/24 У1) 1с-11-31ЭГ DN 25 PN 10,0 МПа Т450 °С, корпус ст. 20;Энергетическая арматура;1213-6-65;-;Под приварку;С электроприводом;25;100;Углеродистая сталь;0;Под заказ;10000066;0.png;-
Клапан (вентиль) запорный под приварку  с электроприводом (Н-А2-08К У2) 1с-11-31ЭМ DN 25 PN 10,0 МПа Т450 °С, корпус ст. 20;Энергетическая арматура;1213-6-66;-;Под приварку;С электроприводом;25;100;Углеродистая сталь;0;Под заказ;10000067;0.png;-
Клапан (вентиль) запорный под приварку  с электроприводом (ПЭМ-А9М У2) 1с-11-31ЭЧ DN 25 PN 10,0 МПа Т450 °С, корпус ст. 20;Энергетическая арматура;1213-6-67;-;Под приварку;С электроприводом;25;100;Углеродистая сталь;0;Под заказ;10000068;0.png;-
Клапан (вентиль) запорный под приварку с электроприводом (ЭП-З-100-24-А2-05-В-У1) 1с-11-31ЭН DN 20 PN 10,0 МПа Т450 °С, корпус ст. 20;Энергетическая арматура;1213-6-68;-;Под приварку;С электроприводом;20;100;Углеродистая сталь;0;Под заказ;10000069;0.png;-
Клапан (вентиль) запорный под приварку с электроприводом (AUMA SA10.2-F10-380/50/3-22) 1с-11-31ЭД DN 25 PN 10,0 МПа Т450 °С, корпус ст. 20;Энергетическая арматура;1213-6-69;-;Под приварку;С электроприводом;20;100;Углеродистая сталь;0;Под заказ;10000070;0.png;-
Клапан (вентиль) запорный под приварку с электроприводом (MODACT MON 52030.22E2N) 1с-11-31ЭК DN 25 PN 10,0 МПа Т450 °С, корпус ст. 20;Энергетическая арматура;1213-6-70;-;Под приварку;С электроприводом;20;100;Углеродистая сталь;0;Под заказ;10000071;0.png;-
Клапан (вентиль) запорный под приварку ручной 1456-32-0 DN 32 PN 10,0 МПа  Т250 °С, корпус ст. 20;Энергетическая арматура;1213-6-71;-;Под приварку;Ручной;32;100;Углеродистая сталь;0;Под заказ;10000072;0.png;-
Клапан (вентиль) запорный под приварку ручной 1055-32-0 DN 32 PN 25,0 МПа Т545 °С, корпус ст. 12Х1МФ;Энергетическая арматура;1213-6-72;-;Под приварку;Ручной;32;250;Жаропрочная низколегированная сталь;0;Под заказ;10000073;0.png;-
Клапан (вентиль) запорный под приварку ручной 1с-13-32 DN 32 PN 25,0 МПа Т450 °С, корпус ст. 12Х1МФ;Энергетическая арматура;1213-6-73;-;Под приварку;Ручной;32;250;Жаропрочная низколегированная сталь;0;Под заказ;10000074;0.png;-
Клапан (вентиль) запорный под приварку с цилиндрическим редуктором 1055-32-ЦЗ DN 32 PN 25,0 МПа Т545 °С, корпус ст. 12Х1МФ;Энергетическая арматура;1213-6-74;-;Под приварку;Ручной;32;250;Жаропрочная низколегированная сталь;0;Под заказ;10000075;0.png;-
Клапан (вентиль) запорный под приварку с электроприводом (792-Э-0а-01) 1055-32-Э DN 32 PN 25,0 МПа Т545 °С , корпус ст. 12Х1МФ;Энергетическая арматура;1213-6-75;-;Под приварку;С электроприводом;32;250;Жаропрочная низколегированная сталь;0;Под заказ;10000076;0.png;-
Клапан (вентиль) запорный под приварку с электроприводом (ГЗ-Б.300/24 У1) 1055-32-ЭГ DN 32 PN 25,0 МПа Т545 °С , корпус ст. 12Х1МФ;Энергетическая арматура;1213-6-76;-;Под приварку;С электроприводом;32;250;Жаропрочная низколегированная сталь;0;Под заказ;10000077;0.png;-
Клапан (вентиль) запорный под приварку с электроприводом (Н-Б1-07 У2) 1055-32-ЭМ DN 32 PN 25,0 МПа Т545 °С , корпус ст. 12Х1МФ;Энергетическая арматура;1213-6-77;-;Под приварку;С электроприводом;32;250;Жаропрочная низколегированная сталь;0;Под заказ;10000078;0.png;-
Клапан (вентиль) запорный под приварку с электроприводом (ПЭМ-Б0М У2) 1055-32-ЭЧ DN 32 PN 25,0 МПа Т545 °С , корпус ст. 12Х1МФ;Энергетическая арматура;1213-6-78;-;Под приварку;С электроприводом;32;250;Жаропрочная низколегированная сталь;0;Под заказ;10000079;0.png;-
Клапан (вентиль) запорный под приварку с электроприводом (ЭП-З-300-25-Б1-0-А-У1) 1055-32-ЭН DN 32 PN 25,0 МПа Т545 °С , корпус ст. 12Х1МФ;Энергетическая арматура;1213-6-79;-;Под приварку;С электроприводом;32;250;Жаропрочная низколегированная сталь;0;Под заказ;10000080;0.png;-
Клапан (вентиль) запорный под приварку с электроприводом (AUMA SA14.6-F14-380/50/3-22) 1055-32-ЭД DN 32 PN 25,0 МПа Т545 °С, корпус ст. 12Х1МФ;Энергетическая арматура;1213-6-80;-;Под приварку;С электроприводом;32;250;Жаропрочная низколегированная сталь;0;Под заказ;10000081;0.png;-
Клапан (вентиль) запорный под приварку с электроприводом (MODACT MON 52032.12J2N) 1055-32-ЭК DN 32 PN 25,0 МПа Т545 °С, корпус ст. 12Х1МФ;Энергетическая арматура;1213-6-81;-;Под приварку;С электроприводом;32;250;Жаропрочная низколегированная сталь;0;Под заказ;10000082;0.png;-
Клапан (вентиль) запорный под приварку ручной 1с-12-4 DN 32 PN 10,0 МПа Т450 °С, корпус ст. 20;Энергетическая арматура;1213-6-82;-;Под приварку;Ручной;32;100;Углеродистая сталь;0;Под заказ;10000083;0.png;-
"Блок предохранительных клапанов БПУ Р 50-16 50с02нж1 в составе: клапан предохранительный пружинный сальниковый фланцевый СППК4Р 50-16  17с6нж DN 50/80 PN 1,6/0,6 МПа У1, пружина № ?, Рн=? кгс/см², корпус ст. 20Л, класс герметичности «А» по ГОСТ 9544-2015 - 2 шт.; переключающее устройство ПУ 50-16-01 23с16нж1 DN 50 PN 1,6 МПа У1, корпус ст. 20Л - 1 шт.; переключающее устройство ПУ 80-6 23с18нж DN 80 PN 0,6 МПа У1, корпус ст. 20Л - 1 шт.";Блок предохранительных клапанов с переключающими устройствами;50с02нж1;-;-;-;50/80;45459,00;Углеродистая сталь;0;25-30 рабочих дней;11000001;0.png;-
"Блок предохранительных клапанов БПУ Р 80-16 50с06нж1 в составе: клапан предохранительный пружинный сальниковый фланцевый СППК4Р 80-16 17с6нж DN 80/100 PN 1,6/0,6 МПа У1, пружина № ?, Рн=? кгс/см², корпус ст. 20Л, класс герметичности «А» по ГОСТ 9544-2015 - 2 шт.; переключающее устройство ПУ 80-16-01 23с16нж1 DN 80 PN 1,6 МПа У1, корпус ст. 20Л - 1 шт.; переключающее устройство ПУ 100-6 23с18нж DN 100 PN 0,6 МПа У1, корпус ст. 20Л - 1 шт.";Блок предохранительных клапанов с переключающими устройствами;50с06нж1;-;-;-;80/100;45459,00;Углеродистая сталь;0;25-30 рабочих дней;11000002;0.png;-
"Блок предохранительных клапанов БПУ Р 100-16 50с10нж1 в составе: клапан предохранительный пружинный сальниковый фланцевый СППК5Р 100-16 17с6нж DN 100/150 PN 1,6/1,6 МПа У1, пружина № ?, Рн=? кгс/см², корпус ст. 20Л, класс герметичности «А» по ГОСТ 9544-2015 - 2 шт.; переключающее устройство ПУ 100-16-01 23с16нж1 DN 100 PN 1,6 МПа У1, корпус ст. 20Л - 1 шт.; переключающее устройство ПУ 150-16 23с16нж DN 150 PN 1,6 МПа У1, корпус ст. 20Л - 1 шт.";Блок предохранительных клапанов с переключающими устройствами;50с10нж1;-;-;-;100/150;45459,00;Углеродистая сталь;0;25-30 рабочих дней;11000003;0.png;-
